PT1000·Ö¶È±í£¨-50---200¡æ£©,,,,,,,,,,
-50,803.063,-1,-2,-3,-4,-5,-6,-7,-8,-9
-40,842.707,838.748,834.789,830.828,826.865,822.902,818.937,814.97,811.003,807.033
-30,882.217,878.272,874.325,870.377,866.428,862.478,858.526,854.573,850.619,846.664
-20,921.599,917.666,913.733,909.798,905.861,901.923,897.985,894.044,890.103,886.161
-10,960.859,956.938,953.016,949.094,945.17,941.244,937.317,933.39,929.46,925.531
0,1000,996.091,992.181,988.27,984.358,980.444,976.529,972.614,968.697,964.779
,0,-1,-2,-3,-4,-5,-6,-7,-8,-9
,0,1,2,3,4,5,6,7,8,9
0,1000,
1,1003.908,
2,1007.814,
3,1011.72,
4,1015.624,
5,1019.527,
6,1023.429,
7,1027.33,
8,1031.229,
9,1035.128,
10,1039.025,
11,1042.921,
12,1046.816,
13,1050.71,
14,1054.603,
15,1058.495,
16,1062.385,
17,1066.274,
18,1070.162,
19,1074.049,
20,1077.935,
21,1081.82,
22,1085.703,
23,1089.585,
24,1093.467,
25,1097.347,
26,1101.225,
27,1105.103,
28,1108.98,
29,1112.855
30,1116.729,
31,1120.602,
32,1124.474,
33,1128.345,
34,1132.215,
35,1136.083,
36,1139.95,
37,1143.817,
38,1147.681,
39,1151.545
40,1155.408,
41,1159.27,
42,1163.13,
43,1166.989,
44,1170.847,
45,1174.704,
46,1178.56,
47,1182.414,
48,1186.268,
49,1190.12
50,1193.971,
51,1197.821,
52,1201.67,
53,1205.518,
54,1209.364,
55,1213.21,
56,1217.054,
57,1220.897,
58,1224.739,
59,1228.579
60,1232.419,1236.257,1240.095,1243.931,1247.766,1251.6,1255.432,1259.264,1263.094,1266.923
70,1270.751,1274.578,1278.404,1282.228,1286.052,1289.874,1293.695,1297.515,1301.334,1305.152
80,1308.968,1312.783,1316.597,1320.411,1324.222,1328.033,1331.843,1335.651,1339.458,1343.264
90,1347.069,1350.873,1354.676,1358.477,1362.277,1366.077,1369.875,1373.671,1377.467,1381.262
100,1385.055,1388.847,1392.638,1396.428,1400.217,1404.005,1407.791,1411.576,1415.36,1419.143
110,1422.925,1426.706,1430.485,1434.264,1438.041,1441.817,1445.592,1449.366,1453.138,1456.91
120,1460.68,1464.449,1468.217,1471.984,1475.75,1479.514,1483.277,1487.04,1490.801,1494.561
130,1498.319,1502.0768,1505.833,1509.589,1513.343,1517.096,1520.847,1524.598,1528.3814,1532.1392
140,1535.843,1539.589,1543.334,1547.078,1550.82,1554.562,1558.302,1562.041,1565.779,1569.516
150,1573.251,1576.986,1580.719,1584.451,1588.182,1591.912,1595.641,1599.368,1603.094,1606.82
160,1610.544,1614.267,1617.989,1621.709,1625.429,1629.147,1632.864,1636.58,1640.295,1644.009
170,1647.721,1651.433,1655.143,1658.852,1662.56,1666.267,1669.972,1673.677,1677.38,1681.082
180,1684.783,1688.483,1692.181,1695.879,1699.575,1703.271,1706.965,1710.658,1714.349,1718.04
190,1721.729,1725.418,1729.105,1732.791,1736.475,1740.159,1743.842,1747.523,1751.203,1754.882
200,1758.56,,,,,,,,,
