#下起第一行必须是"type,sensor,", 后续各行是"名称,值,", 直到"###"打头行; 后续各行是表格;"#"打头行为注释行,表头#打头是格式行
type,sensor,
PN,R939-m0x55,
model,FTS800_BC959,
thermo_PN,2939-m0299,
signal_num,2,
X_unit,mm,
Y1_unit,ohm,
Y2_unit,ohm,

###下行是格式行
#Xvalue,Xprecision,Y1value,Yprecision,Yoffset, Xvalue,Xprecision,Y2value,Yprecision,Yoffset
5,3,277.2,0.03,, 5,3,277.2,0.03,, 
6,3,263.6,0.03,,6,3,263.6,0.03,,
7,3,250.1,0.03,, 7,3,250.1,0.03,, 
8,3,236.8,0.03,, 8,3,236.8,0.03,, 
9,3,224.0,0.03,, 9,3,224.0,0.03,, 
10,3,211.5,0.03,, 10,3,211.5,0.03,, 
11,3,199.6,0.03,, 11,3,199.6,0.03,, 
12,3,188.1,0.03,, 12,3,188.1,0.03,, 
13,3,177.3,0.03,, 13,3,177.3,0.03,, 
14,3,167.0,0.03,, 14,3,167.0,0.03,, 
15,3,157.2,0.03,, 15,3,157.2,0.03,, 
16,3,148.1,0.03,, 16,3,148.1,0.03,, 
17,3,139.4,0.03,, 17,3,139.4,0.03,, 
18,3,131.3,0.03,, 18,3,131.3,0.03,, 
19,3,123.7,0.03,, 19,3,123.7,0.03,, 
20,3,116.6,0.03,, 20,3,116.6,0.03,, 
21,3,110.0,0.03,, 21,3,110.0,0.03,, 
22,3,103.7,0.03,, 22,3,103.7,0.03,, 
23,3,97.9,0.03,, 23,3,97.9,0.03,, 
24,3,92.50,0.03,, 24,3,92.50,0.03,, 
25,3,87.43,0.03,, 25,3,87.43,0.03,, 
26,3,82.79,0.03,, 26,3,82.79,0.03,, 
27,3,78.44,0.03,, 27,3,78.44,0.03,, 
28,3,74.36,0.03,, 28,3,74.36,0.03,, 
29,3,70.53,0.03,, 29,3,70.53,0.03,, 
30,3,66.92,0.03,, 30,3,66.92,0.03,, 
31,3,63.54,0.03,, 31,3,63.54,0.03,, 
32,3,60.34,0.03,, 32,3,60.34,0.03,, 
33,3,57.33,0.03,, 33,3,57.33,0.03,, 
34,3,54.50,0.03,, 34,3,54.50,0.03,, 
35,3,51.82,0.03,, 35,3,51.82,0.03,, 
36,3,49.28,0.03,, 36,3,49.28,0.03,, 
37,3,46.89,0.03,, 37,3,46.89,0.03,, 
38,3,44.62,0.03,, 38,3,44.62,0.03,, 
39,3,42.48,0.03,, 39,3,42.48,0.03,, 
40,3,40.45,0.03,, 40,3,40.45,0.03,, 
41,3,38.53,0.03,, 41,3,38.53,0.03,, 
42,3,36.70,0.03,, 42,3,36.70,0.03,, 
43,3,34.97,0.03,, 43,3,34.97,0.03,, 
44,3,33.33,0.03,, 44,3,33.33,0.03,, 
45,3,31.77,0.03,, 45,3,31.77,0.03,, 
46,3,30.25,0.03,, 46,3,30.25,0.03,, 
47,3,28.82,0.03,, 47,3,28.82,0.03,, 
48,3,27.45,0.03,, 48,3,27.45,0.03,, 
49,3,26.16,0.03,, 49,3,26.16,0.03,, 
50,3,24.94,0.03,, 50,3,24.94,0.03,, 
51,3,23.77,0.03,, 51,3,23.77,0.03,, 
52,3,22.67,0.03,, 52,3,22.67,0.03,, 
53,3,21.62,0.03,, 53,3,21.62,0.03,, 
54,3,20.63,0.03,, 54,3,20.63,0.03,, 
55,3,19.68,0.03,, 55,3,19.68,0.03,, 
56,3,18.78,0.03,, 56,3,18.78,0.03,, 
57,3,17.93,0.03,, 57,3,17.93,0.03,, 
58,3,17.12,0.03,, 58,3,17.12,0.03,, 
59,3,16.35,0.03,, 59,3,16.35,0.03,, 
60,3,15.62,0.03,, 60,3,15.62,0.03,, 
61,3,14.93,0.03,, 61,3,14.93,0.03,, 
62,3,14.26,0.03,, 62,3,14.26,0.03,, 
63,3,13.63,0.03,, 63,3,13.63,0.03,, 
64,3,13.04,0.03,, 64,3,13.04,0.03,, 
65,3,12.47,0.03,, 65,3,12.47,0.03,, 
66,3,11.92,0.03,, 66,3,11.92,0.03,, 
67,3,11.41,0.03,, 67,3,11.41,0.03,, 
68,3,10.91,0.03,, 68,3,10.91,0.03,, 
69,3,10.45,0.03,, 69,3,10.45,0.03,, 
70,3,10.00,0.03,, 70,3,10.00,0.03,, 
71,3,9.575,0.03,, 71,3,9.575,0.03,, 
72,3,9.170,0.03,, 72,3,9.170,0.03,, 
73,3,8.784,0.03,, 73,3,8.784,0.03,, 
74,3,8.416,0.03,, 74,3,8.416,0.03,, 
75,3,8.064,0.03,, 75,3,8.064,0.03,, 
76,3,7.730,0.03,, 76,3,7.730,0.03,, 
77,3,7.410,0.03,, 77,3,7.410,0.03,, 
78,3,7.106,0.03,, 78,3,7.106,0.03,, 
79,3,6.815,0.03,, 79,3,6.815,0.03,, 
80,3,6.538,0.03,, 80,3,6.538,0.03,, 
81,3,6.273,0.03,, 81,3,6.273,0.03,, 
82,3,6.020,0.03,, 82,3,6.020,0.03,, 
83,3,5.778,0.03,, 83,3,5.778,0.03,, 
84,3,5.548,0.03,, 84,3,5.548,0.03,, 
85,3,5.327,0.03,, 85,3,5.327,0.03,, 
86,3,5.117,0.03,, 86,3,5.117,0.03,, 
87,3,4.915,0.03,, 87,3,4.915,0.03,, 
88,3,4.723,0.03,, 88,3,4.723,0.03,, 
89,3,4.539,0.03,, 89,3,4.539,0.03,, 
90,3,4.363,0.03,, 90,3,4.363,0.03,, 
91,3,4.195,0.03,, 91,3,4.195,0.03,, 
92,3,4.034,0.03,, 92,3,4.034,0.03,, 
93,3,3.880,0.03,, 93,3,3.880,0.03,, 
94,3,3.733,0.03,, 94,3,3.733,0.03,, 
95,3,3.592,0.03,, 95,3,3.592,0.03,, 
96,3,3.457,0.03,, 96,3,3.457,0.03,, 
97,3,3.328,0.03,, 97,3,3.328,0.03,, 
98,3,3.204,0.03,, 98,3,3.204,0.03,, 
99,3,3.086,0.03,, 99,3,3.086,0.03,, 
100,3,2.972,0.03,, 100,3,2.972,0.03,, 
101,3,2.863,0.03,, 101,3,2.863,0.03,, 
102,3,2.759,0.03,, 102,3,2.759,0.03,, 
103,3,2.659,0.03,, 103,3,2.659,0.03,, 
104,3,2.564,0.03,, 104,3,2.564,0.03,, 
105,3,2.472,0.03,, 105,3,2.472,0.03,, 
106,3,2.384,0.03,, 106,3,2.384,0.03,, 
107,3,2.299,0.03,, 107,3,2.299,0.03,, 
108,3,2.218,0.03,, 108,3,2.218,0.03,, 
109,3,2.141,0.03,, 109,3,2.141,0.03,, 
110,3,2.066,0.03,, 110,3,2.066,0.03,, 
111,3,1.994,0.03,, 111,3,1.994,0.03,, 
